word,back,tags
嘶く,<b>Reading:</b> いななく<br><br><b>Meanings:</b><br>1. (Godan verb with 'ku' ending; intransitive verb) to neigh,non_jlpt kanji
嘶き,<b>Reading:</b> いななき<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) neigh; whinny; bray <i>(word usually written using kana alone)</i>,non_jlpt kanji
狼狽える,"<b>Reading:</b> うろたえる<br><br><b>Meanings:</b><br>1. (Ichidan verb; intransitive verb) to be flustered; to lose one's presence of mind <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. 気を楽にして、何よりもうろたえないことだ。<br>→ Relax, and above all, don't panic.",non_jlpt kanji
悍ましい,<b>Reading:</b> おぞましい<br><br><b>Meanings:</b><br>1. (adjective (keiyoushi)) appalling; horrifying; dreadful; hideous; revolting; disgusting <i>(word usually written using kana alone)</i>,non_jlpt kanji
お膳,<b>Reading:</b> おぜん<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) four-legged tray for festive food <i>(word usually written using kana alone)</i>,non_jlpt kanji
畏まりました,"<b>Reading:</b> かしこまりました<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.)) certainly!; very well; with pleasure; understood! [in response to a request or instructions from a superior, customer, etc.] <i>(polite (teineigo) language; word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. かしこまりました。サラダバーはあちらです。<br>→ All right, sir. The salad bar is over there.",non_jlpt common kanji
悴む,<b>Reading:</b> かじかむ<br><br><b>Meanings:</b><br>1. (Godan verb with 'mu' ending; intransitive verb) to grow numb with cold <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. 私の手は寒さでかじかんでいる。<br>→ My hand are benumbed with cold.,non_jlpt kanji
掻っ攫う,"<b>Reading:</b> かっさらう<br><br><b>Meanings:</b><br>1. (Godan verb with 'u' ending; transitive verb) to snatch (and run); to carry off; to swipe; to nab <i>(word usually written using kana alone)</i><br>2. (Godan verb with 'u' ending; transitive verb) to scoop up (and remove; sand, earth, etc.) <i>(word usually written using kana alone)</i>",non_jlpt kanji
揶揄い,<b>Reading:</b> からかい<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) teasing; banter; ribbing; jest; making fun (of); poking fun (at) <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. 『しんのすけ』という名前はからかいの対象ですか？<br>→ Is the name 'Shinosuke' a target for teasing?,non_jlpt kanji
嚏,"<b>Reading:</b> くしゃみ, くさめ, くっさめ, クシャミ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi); noun or participle which takes the aux. verb suru; intransitive verb) sneeze; sneezing <i>(word usually written using kana alone)</i><br>2. (expressions (phrases, clauses, etc.)) spoken twice in response to someone sneezing as a charm against an early death <i>(idiomatic expression; word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. 咳、くしゃみ、あくびをする時は口を手で隠しなさい。<br>→ Cover your mouth when you cough, sneeze, or yawn.",non_jlpt common kanji
擽ったい,<b>Reading:</b> くすぐったい<br><br><b>Meanings:</b><br>1. (adjective (keiyoushi)) ticklish <i>(word usually written using kana alone)</i><br>2. (adjective (keiyoushi)) embarrassing <i>(word usually written using kana alone)</i>,non_jlpt common kanji
擽る,"<b>Reading:</b> くすぐる<br><br><b>Meanings:</b><br>1. (Godan verb with 'ru' ending; transitive verb) to tickle <i>(word usually written using kana alone)</i><br>2. (Godan verb with 'ru' ending; transitive verb) to tickle (one's curiosity, vanity, etc.); to arouse; to appeal to; to flatter <i>(word usually written using kana alone)</i><br>3. (Godan verb with 'ru' ending; transitive verb) to make (someone) laugh; to amuse; to entertain <i>(word usually written using kana alone)</i>",non_jlpt common kanji
斯う,"<b>Reading:</b> こう<br><br><b>Meanings:</b><br>1. (adverb (fukushi)) in this way; like this; so; thus [used for something or someone close to the speaker, including the speaker himself, or for the opinions of the speaker] <i>(word usually written using kana alone)</i><br>2. (adverb (fukushi)) this (much); so <i>(word usually written using kana alone)</i><br>3. (interjection (kandoushi)) uh; er; mm; well [interjection used as a verbal pause] <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. 違いはこうだ。つまり、彼のほうが君よりよく働くのだ。<br>→ The difference is this: he works harder than you.",non_jlpt common kanji
この頃,<b>Reading:</b> このごろ<br><br><b>Meanings:</b><br>1. (adverb (fukushi); noun (common) (futsuumeishi)) these days; nowadays; now; at present; recently; lately<br><br><b>Examples:</b><br>1. このごろ少しも見ないです。<br>→ I have seen nothing of him lately.,non_jlpt common kanji
萎萎,<b>Reading:</b> しおしお<br><br><b>Meanings:</b><br>1. (adverb (fukushi); adverb taking the 'to' particle; noun or participle which takes the aux. verb suru; intransitive verb) dejectedly; in low spirits; downheartedly <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. 彼はしおしおと家にかえった。<br>→ He went home with a heavy heart.,non_jlpt kanji
喋り,<b>Reading:</b> しゃべり<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) talk; chat <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. その男は一時間喋りつづけた。<br>→ The man kept talking for an hour.,non_jlpt kanji
涔々,"<b>Reading:</b> しんしん<br><br><b>Meanings:</b><br>1. (adverb taking the 'to' particle; 'taru' adjective) falling heavily (of rain, snow, etc.) <i>(word usually written using kana alone)</i>",non_jlpt kanji
ずぶ濡れ,<b>Reading:</b> ずぶぬれ<br><br><b>Meanings:</b><br>1. (nouns which may take the genitive case particle 'no'; noun (common) (futsuumeishi)) dripping wet; soaked; drenched<br><br><b>Examples:</b><br>1. 彼女は全身ずぶぬれだった。<br>→ She was soaked from head to foot.,non_jlpt kanji
其の,"<b>Reading:</b> その, そん<br><br><b>Meanings:</b><br>1. (pre-noun adjectival (rentaishi)) that; the [something or someone distant from the speaker, close to the listener; actions of the listener, or ideas expressed or understood by the listener] <i>(word usually written using kana alone)</i><br>2. (pre-noun adjectival (rentaishi)) part (as in ""part two"") [preceding a number] <i>(word usually written using kana alone)</i><br>3. (interjection (kandoushi)) um ...; er ...; uh ...<br><br><b>Examples:</b><br>1. 毎日、放課後に私はその本屋で彼女を待った。<br>→ Every day I waited for her at the bookstore after school.",non_jlpt common kanji
其れ,"<b>Reading:</b> それ<br><br><b>Meanings:</b><br>1. (pronoun) that; it [indicating an item or person near the listener, the action of the listener, or something on their mind] <i>(word usually written using kana alone)</i><br>2. (pronoun) then; that point (in time); that time <i>(word usually written using kana alone)</i><br>3. (pronoun) there [indicating a place near the listener] <i>(archaic)</i><br>4. (pronoun) you <i>(archaic)</i><br><br><b>Examples:</b><br>1. 万一それが起これば、君はどうしますか。<br>→ Should that happen, what will you do?<br><br>1. それが高1の時だから17年が経ちました。<br>→ That was when I was in the first year at high school, so 17 years have passed since then.",non_jlpt common kanji
其れから,"<b>Reading:</b> それから<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.)) and then; after that<br><br><b>Examples:</b><br>1. それから長い沈黙が続いた。<br>→ There followed a long silence.",non_jlpt common kanji
其れで,"<b>Reading:</b> それで<br><br><b>Meanings:</b><br>1. (conjunction) so; therefore; and; (and) then <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. 雨がひどく降ってきた、それで私たちは屋内で遊んだ。<br>→ It was raining hard, so we played indoors.",non_jlpt common kanji
其れとも,<b>Reading:</b> それとも<br><br><b>Meanings:</b><br>1. (conjunction) or; or else <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. あなたはリンゴが好きですか、それともオレンジが好きですか。<br>→ Do you like apples or oranges?,non_jlpt common kanji
其れなり,<b>Reading:</b> それなり<br><br><b>Meanings:</b><br>1. (adverb (fukushi)) in itself; as it is; in its own way; as suits the occasion <i>(word usually written using kana alone)</i><br>2. (adverb (fukushi)) within its capacity; within limitations <i>(word usually written using kana alone)</i>,non_jlpt kanji
其れに,"<b>Reading:</b> それに<br><br><b>Meanings:</b><br>1. (conjunction) besides; in addition; also; moreover <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. それに、みんなに仲間もできるしね。<br>→ And, we get each other's company to boot.",non_jlpt common kanji
辿々しい,<b>Reading:</b> たどたどしい<br><br><b>Meanings:</b><br>1. (adjective (keiyoushi)) faltering; tottering; halting; unsteady; awkward; clumsy <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. 老人がたどたどしい足取りで歩いてきた。<br>→ An old man came tottering along.,non_jlpt kanji
鱮,"<b>Reading:</b> タナゴ, たなご<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) bitterling (any fish of subfamily Acheilognathinae, esp. species Acheilognathus melanogaster) <i>(word usually written using kana alone)</i>",non_jlpt kanji
たん瘤,"<b>Reading:</b> たんこぶ, タンコブ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) bump (e.g. on forehead); lump; protuberance; swelling <i>(word usually written using kana alone; colloquial)</i>",non_jlpt kanji
だぼ鯊,"<b>Reading:</b> だぼはぜ, ダボハゼ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) goby (fish) <i>(word usually written using kana alone)</i>",non_jlpt kanji
些とも,<b>Reading:</b> ちっとも<br><br><b>Meanings:</b><br>1. (adverb (fukushi)) (not) at all; (not) a bit; (not) in the least; (not) in the slightest [with neg. sentence] <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. 最近エリザベスにちっともあってない。<br>→ I have not seen anything of Elizabeth lately.,non_jlpt common kanji
ちゃんこ鍋,"<b>Reading:</b> ちゃんこなべ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) chankonabe; fish, meat, and vegetable stew traditionally served to wrestlers",non_jlpt kanji
ちょび髭,<b>Reading:</b> ちょびひげ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) small mustache; short mustache,non_jlpt kanji
躑躅,"<b>Reading:</b> つつじ, ツツジ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) azalea; rhododendron <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. 公園のつつじの世話をする庭師が若干名いる。<br>→ Several gardeners look after the azaleas in the park.",non_jlpt common kanji
迚も,"<b>Reading:</b> とても, とっても<br><br><b>Meanings:</b><br>1. (adverb (fukushi)) very; awfully; exceedingly [とっても is more emphatic] <i>(word usually written using kana alone)</i><br>2. (adverb (fukushi)) (not) at all; by no means; simply (cannot) [before a negative form] <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. 「これはとてもおもしろそうだね」とひろしが言います。<br>→ ""This looks pretty interesting,"" Hiroshi says.<br><br>1. この雨の中を外出することはとてもできないことです。<br>→ Going out in this rain is out of the question.",non_jlpt common kanji
鳶,"<b>Reading:</b> とび, とんび, トビ, トンビ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) black kite (Milvus migrans) <i>(word usually written using kana alone)</i><br>2. (noun (common) (futsuumeishi)) construction worker; scaffold erector; firefighter <i>(abbreviation)</i><br>3. (noun (common) (futsuumeishi)) fire hook <i>(abbreviation)</i><br>4. (noun (common) (futsuumeishi)) reddish brown <i>(abbreviation)</i><br>5. (noun (common) (futsuumeishi)) Inverness cape <i>(abbreviation)</i><br>6. (noun (common) (futsuumeishi)) filcher; sneak thief; pilferer",non_jlpt kanji
憖,<b>Reading:</b> なまじ<br><br><b>Meanings:</b><br>1. (adverb (fukushi)) thoughtlessly; rashly; unwisely; half-heartedly <i>(word usually written using kana alone)</i><br>2. (adjectival nouns or quasi-adjectives (keiyodoshi)) halfway; half-done; incomplete <i>(word usually written using kana alone)</i>,non_jlpt kanji
憖い,<b>Reading:</b> なまじい<br><br><b>Meanings:</b><br>1. (adverb (fukushi)) thoughtlessly; rashly; unwisely; half-heartedly <i>(word usually written using kana alone)</i><br>2. (adjectival nouns or quasi-adjectives (keiyodoshi)) halfway; half-done; incomplete <i>(word usually written using kana alone)</i>,non_jlpt kanji
憖っか,<b>Reading:</b> なまじっか<br><br><b>Meanings:</b><br>1. (adverb (fukushi)) thoughtlessly; rashly; unwisely; half-heartedly <i>(word usually written using kana alone)</i><br>2. (adjectival nouns or quasi-adjectives (keiyodoshi)) halfway; half-done; incomplete <i>(word usually written using kana alone)</i>,non_jlpt kanji
にいにい蝉,<b>Reading:</b> にいにいぜみ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) Kaempfer cicada (Platypleura kaempferi) <i>(word usually written using kana alone)</i>,non_jlpt kanji
糞,<b>Reading:</b> ばば<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) shit; crap <i>(vulgar expression or word; word usually written using kana alone)</i><br>2. (noun (common) (futsuumeishi)) pooh-pooh; poop; something dirty <i>(children's language; word usually written using kana alone)</i>,non_jlpt kanji
薔薇薔薇,"<b>Reading:</b> バラバラ, ばらばら<br><br><b>Meanings:</b><br>1. (adjectival nouns or quasi-adjectives (keiyodoshi); nouns which may take the genitive case particle 'no'; adverb (fukushi); noun or participle which takes the aux. verb suru) scattered; disperse; loose; disconnected; in pieces; in drops; rustling <i>(onomatopoeic or mimetic word)</i><br><br><b>Examples:</b><br>1. 詩人が言葉に対していだく愛情にも似た感情を、科学者は事実（たとえばらばらの事実であれ）に対していだく。<br>→ The scientist has a love of facts, even isolated facts, similar to the poet's love of words.",non_jlpt common kanji
犇めき,<b>Reading:</b> ひしめき<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi); noun or participle which takes the aux. verb suru) clamour; crowd; jostle <i>(word usually written using kana alone)</i>,non_jlpt kanji
罅,"<b>Reading:</b> ひび, ヒビ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) crack; fissure <i>(word usually written using kana alone)</i><br>2. (noun (common) (futsuumeishi)) rift (in a relationship); split; crack <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. その茶碗にはひびがある。<br>→ The cup has a crack.",non_jlpt common kanji
蔕,"<b>Reading:</b> へた, ほぞ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) calyx <i>(word usually written using kana alone)</i>",non_jlpt kanji
ベロベロ舐める,"<b>Reading:</b> ベロベロなめる, べろべろなめる<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.); Ichidan verb) to lick something up; to lap something up <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. 顔をべろべろ舐めるな。わはは。止めろよ。<br>→ Don't slobber over my face! A-ha-ha-ha. Stop it!",non_jlpt kanji
𩸽,"<b>Reading:</b> ほっけ, ホッケ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) arabesque greenling (Pleurogrammus azonus); Okhotsk Atka mackerel <i>(word usually written using kana alone)</i>",non_jlpt kanji
仄々,<b>Reading:</b> ほのぼの<br><br><b>Meanings:</b><br>1. (adverb taking the 'to' particle; noun or participle which takes the aux. verb suru) dimly; faintly; with a faint light <i>(word usually written using kana alone)</i><br>2. (adverb taking the 'to' particle; noun or participle which takes the aux. verb suru) warmly; friendly; in a heartwarming manner [esp. とした] <i>(word usually written using kana alone)</i>,non_jlpt kanji
惚け,"<b>Reading:</b> ぼけ, ボケ, ヴォケ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) fool; idiot <i>(word usually written using kana alone)</i><br>2. (noun (common) (futsuumeishi)) dotage; senility; dementia <i>(colloquial)</i><br>3. (suffix) touched in the head (from); out of it (from); feeling sluggish (from); not yet up to par (after) <i>(word usually written using kana alone)</i><br>4. (noun (common) (futsuumeishi)) funny man (of a comedy duo) <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. あんな二股かける女なんか忘れたわ、ボケ。<br>→ Idiot, I've forgotten that two-timing bitch.",non_jlpt common kanji
迄に,"<b>Reading:</b> までに<br><br><b>Meanings:</b><br>1. (adverb (fukushi)) by; not later than; before <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. 昭和天皇が靖国神社で７５年までに戦後計８回参拝した。<br>→ In the post-War period, up until 1975, Emperor Showa prayed at the Yasukuni Shrine a total of 8 times.",non_jlpt kanji
儘ならぬ,"<b>Reading:</b> ままならぬ<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.)) unable to do (as one wishes); able to do only with great effort; almost impossible to do; beyond one's control; not always turning out as one wishes; not going the way one wants it to <i>(word usually written using kana alone)</i>",non_jlpt kanji
儘ならない,"<b>Reading:</b> ままならない<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.); adjective (keiyoushi)) unable to do (as one wishes); able to do only with great effort; almost impossible to do; beyond one's control; not always turning out as one wishes; not going the way one wants it to <i>(word usually written using kana alone)</i>",non_jlpt kanji
ミンミン蝉,"<b>Reading:</b> ミンミンゼミ, みんみんぜみ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) robust cicada (Oncotympana maculaticollis); mingming cicada <i>(word usually written using kana alone)</i>",non_jlpt kanji
剥れる,<b>Reading:</b> むくれる<br><br><b>Meanings:</b><br>1. (Ichidan verb; intransitive verb) to become sullen; to sulk; to get angry; to take offense; to be miffed; to be upset <i>(word usually written using kana alone)</i><br>2. (Ichidan verb; intransitive verb) to peel (off); to come off,non_jlpt kanji
鼯鼠,"<b>Reading:</b> むささび, むざさび, ムササビ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) Japanese giant flying squirrel (Petaurista leucogenys) <i>(word usually written using kana alone)</i>",non_jlpt kanji
捩り,<b>Reading:</b> もじり<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) parody (of a famous work) <i>(word usually written using kana alone)</i><br>2. (noun (common) (futsuumeishi)) pun <i>(word usually written using kana alone)</i>,non_jlpt kanji
涎,<b>Reading:</b> よだれ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) drool <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. よだれの出そうなものがよりどり見どりでいっぱいありますよ。<br>→ It offers a mouth-watering selection of delights.,non_jlpt common kanji
蹌踉めく,"<b>Reading:</b> よろめく<br><br><b>Meanings:</b><br>1. (Godan verb with 'ku' ending; intransitive verb) to stagger; to stumble; to totter; to reel <i>(word usually written using kana alone)</i><br>2. (Godan verb with 'ku' ending; intransitive verb) to waver; to be in two minds <i>(word usually written using kana alone)</i><br>3. (Godan verb with 'ku' ending; intransitive verb) to have an affair (with); to fall (for someone) <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. 警棒で空をなぐりつけ、よろめいて体勢をたてなおしたガードマンは、自分に向かって突進してくる金網づくりのクズカゴを見た。<br>→ The guard's truncheon hit air. Off balance, he regained his posture to see a metal-mesh rubbish bin flying towards him.",non_jlpt common kanji
ＯＵＴ,"<b>Reading:</b> アウト<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) out (of a ball; in tennis, etc.); outside the line<br>2. (noun (common) (futsuumeishi)) out; putout<br>3. (noun or verb acting prenominally) outer; external; outside<br>4. (unclassified) exit; exit here [on (parking) exit signs]<br>5. (noun (common) (futsuumeishi)) front nine<br>6. (adjectival nouns or quasi-adjectives (keiyodoshi)) no good; unacceptable; out of line; over; finished; disqualified<br>7. (noun (common) (futsuumeishi)) check-out time <i>(abbreviation)</i><br><br><b>Examples:</b><br>1. 最初の打者はアウトになった。<br>→ The first batter was caught out.",non_jlpt common kanji
アキレス腱,<b>Reading:</b> アキレスけん<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) Achilles tendon; calcaneal tendon<br>2. (noun (common) (futsuumeishi)) Achilles' heel; vulnerable point<br><br><b>Examples:</b><br>1. ４年ほど前にアキレス腱が痛くなりアキレス腱炎といわれました。<br>→ About four years ago my Achilles tendon started to hurt and I was told it was Achilles tendonitis.<br><br>1. ファーストがうちのチームのアキレスけんだ。<br>→ The first baseman is the Achilles heel of our team.,non_jlpt common kanji
ＡＳＣＩＩ,<b>Reading:</b> アスキー<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) American Standard Code for Information Interchange; ASCII,non_jlpt common kanji
ＡＳＲＯＣ,<b>Reading:</b> アスロック<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) Anti-Submarine ROCket; ASROC,non_jlpt kanji
ＡＭｅＤＡＳ,<b>Reading:</b> アメダス<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) Automated Meteorological Data Acquisition System; AMeDAS; nationwide network of automatic weather stations operated by the Japan Meteorological Agency <i>(word usually written using kana alone)</i>,non_jlpt common kanji
アメリカ豹,<b>Reading:</b> アメリカひょう<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) jaguar,non_jlpt kanji
Α,"<b>Reading:</b> アルファ, アルファー<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) alpha<br><br><b>Examples:</b><br>1. トップのリーダーは犬の行動学では「アルファ」と呼ばれ、以下「ベータ」「ガンマ」と続きます。<br>→ In dog ethology the leader is called 'alpha'; after that it continues with 'beta' and 'gamma'.",non_jlpt common kanji
＆,"<b>Reading:</b> アンド, エンド<br><br><b>Meanings:</b><br>1. (conjunction) and <i>(word usually written using kana alone)</i><br>2. (noun (common) (futsuumeishi)) AND (Boolean operator)",non_jlpt common kanji
ＩＮ,"<b>Reading:</b> イン<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) in (of a ball; in tennis, etc.); inside the line <i>(word usually written using kana alone)</i><br>2. (noun or verb acting prenominally) in; inside; internal; interior <i>(word usually written using kana alone)</i><br>3. (expressions (phrases, clauses, etc.)) enter here; enter; entrance; (parking) entry [on (parking) entrance signs]<br>4. (noun (common) (futsuumeishi)) back nine <i>(word usually written using kana alone)</i><br>5. (noun (common) (futsuumeishi)) inside lane (track cycling, speed skating, etc.)<br>6. (noun (common) (futsuumeishi)) check-in time <i>(abbreviation)</i><br><br><b>Examples:</b><br>1. 打球がインかアウトかを判定するのは難しいことが多い。<br>→ It is often difficult to see if a ball is in or out.",non_jlpt common kanji
吋,<b>Reading:</b> インチ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) inch <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. うちの息子は去年身長が５インチ伸びた。<br>→ My son grew 5 inches last year.,non_jlpt common kanji
Ａ／Ｄコンバーター,<b>Reading:</b> エーディーコンバーター<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) A/D converter; analog-to-digital converter; ADC,non_jlpt kanji
ＡＩＤＳ,<b>Reading:</b> エイズ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) acquired immune deficiency syndrome; AIDS <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. 私はエイズの研究に従事している。<br>→ I am engaged in AIDS research.,non_jlpt common kanji
ＡＩＤＳウイルス,"<b>Reading:</b> エイズ・ウイルス, エイズウイルス<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) AIDS virus<br><br><b>Examples:</b><br>1. エイズウイルスの拡散は恐るべき速さで進んでいる。<br>→ The speed of the spread of AIDS is horrifyingly fast.",non_jlpt kanji
Ｓ,<b>Reading:</b> エス<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) S; s<br>2. (noun (common) (futsuumeishi)) south<br>3. (noun (common) (futsuumeishi)) sulfur<br>4. (prefix) nth year in the Shōwa era (1926.12.25-1989.1.7)<br>5. (noun (common) (futsuumeishi)) small<br>6. (noun (common) (futsuumeishi)) second<br>7. (noun (common) (futsuumeishi)) subject<br>8. (noun (common) (futsuumeishi)) sadist; sadistic<br>9. (noun (common) (futsuumeishi)) sister (female partner in a homosexual relationship)<br>10. (noun (common) (futsuumeishi)) S rank (top rank on a SABCDEF scale); S grade; best class [likely from スーパー or スペシャル],non_jlpt common kanji
ＳＦ,"<b>Reading:</b> エス・エフ, エスエフ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) science fiction; sci-fi; SF<br><br><b>Examples:</b><br>1. ＳＦのほうが好きですね。<br>→ I like science fiction better.",non_jlpt kanji
ＳＭ,"<b>Reading:</b> エス・エム, エスエム<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) SM; S&M; sado-masochism<br>2. (noun (common) (futsuumeishi)) shopping mall",non_jlpt kanji
ＳＯＳ,"<b>Reading:</b> エス・オー・エス, エスオーエス<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) SOS (distress signal)<br><br><b>Examples:</b><br>1. ＳＯＳ！助けてくれ。<br>→ SOS, please help!",non_jlpt kanji
Ｓサイズ,"<b>Reading:</b> エスサイズ, エス・サイズ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) S size; small size",non_jlpt kanji
ＳＴＯＬ,"<b>Reading:</b> ストール, エストール<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) short take-off and landing; STOL",non_jlpt kanji
