word,back,tags
屹度,"<b>Reading:</b> きっと, キッと<br><br><b>Meanings:</b><br>1. (adverb (fukushi)) surely; undoubtedly; almost certainly; most likely (e.g. 90 percent) <i>(word usually written using kana alone; onomatopoeic or mimetic word)</i><br>2. (adverb (fukushi)) sternly; severely [esp. キッと] <i>(word usually written using kana alone; onomatopoeic or mimetic word)</i><br>3. (adverb (fukushi)) having no slack; rigid; stiff; tight <i>(word usually written using kana alone; onomatopoeic or mimetic word)</i><br>4. (adverb (fukushi)) suddenly; abruptly; instantly <i>(word usually written using kana alone; onomatopoeic or mimetic word; archaic)</i><br><br><b>Examples:</b><br>1. でもよー、オラのおとうさんは良い気しねーよ、きっと。<br>→ But I don't think Dad would like me to.",N4 common kanji
くる病,<b>Reading:</b> くるびょう<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) rickets; rachitis,N4 kanji
此方,"<b>Reading:</b> こちら, こっち, こち<br><br><b>Meanings:</b><br>1. (pronoun) this way; this direction [direction close to the speaker or towards the speaker] <i>(word usually written using kana alone)</i><br>2. (pronoun) here [place close to the speaker or where the speaker is] <i>(word usually written using kana alone)</i><br>3. (pronoun) this (one) [something physically close to the speaker] <i>(word usually written using kana alone)</i><br>4. (pronoun) I; me; we; us <i>(word usually written using kana alone)</i><br>5. (pronoun) this person [someone physically close to the speaker and of equal or higher status] <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. こちらへやってくる少年とその犬をごらんなさい。<br>→ Look at the boy and his dog that are coming this way.<br><br>1. 塩をこちらへ取ってもらえますか。<br>→ Could you pass me the salt, please?",N4 common kanji
此方,"<b>Reading:</b> こなた, こんた<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) this way; here <i>(word usually written using kana alone)</i><br>2. (noun (common) (futsuumeishi)) the person in question; he; she; him; her <i>(word usually written using kana alone)</i><br>3. (noun (common) (futsuumeishi)) since (a time in the past); prior to (a time in the future)<br>4. (pronoun) me<br>5. (pronoun) you <i>(word usually written using kana alone)</i>",N4 kanji
事がある,"<b>Reading:</b> ことがある<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.); Godan verb with 'ru' ending (irregular verb)) (for something) to have occurred; to have done (something) [after the past tense form of a verb] <i>(word usually written using kana alone)</i><br>2. (expressions (phrases, clauses, etc.); Godan verb with 'ru' ending (irregular verb)) (for something) to happen on occasion <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. 私は彼に会ったことがある。<br>→ I have met him before.<br><br>1. 細菌が病気を引き起こすことがある。<br>→ Germs can cause sickness.",N4 common kanji
ことが出来る,"<b>Reading:</b> ことができる<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.); Ichidan verb) to be able (to); to be possible (to) [usu. verb+ことが...] <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. 緑色植物は自分自身の食物を作ることができる。<br>→ Green plants can make their own food.",N4 common kanji
事にすると,"<b>Reading:</b> ことにすると<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.)) perhaps; maybe; possibly <i>(word usually written using kana alone)</i>",N4 kanji
事になる,"<b>Reading:</b> ことになる<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.); Godan verb with 'ru' ending) to have been decided (so) that; to have been arranged (so) that [usu. sentence ending] <i>(word usually written using kana alone)</i><br>2. (expressions (phrases, clauses, etc.); Godan verb with 'ru' ending) to be the result (of); to be the outcome <i>(word usually written using kana alone)</i><br>3. (expressions (phrases, clauses, etc.); Godan verb with 'ru' ending) to be the reason (for) <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. １週間の休暇を取っても良い事になった。<br>→ I was allowed to take a week off.<br><br>1. 苦労と心配で彼の健康はそこなわれることになった。<br>→ Toil and worry caused his health to break down.",N4 common kanji
事によって,"<b>Reading:</b> ことによって<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.)) via; through; by doing; by means of; using <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. 私は本を読むことによって知識を得る。<br>→ I get knowledge by reading books.",N4 common kanji
このような場合に,"<b>Reading:</b> このようなばあいに<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.); adverb (fukushi)) in this kind of situation",N4 kanji
この場合,"<b>Reading:</b> このばあい<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.)) in this case<br><br><b>Examples:</b><br>1. この場合は君が悪い。<br>→ You're wrong in this case.",N4 kanji
この度,"<b>Reading:</b> このたび, こたび<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi); adverb (fukushi)) this occasion; at this time; now<br><br><b>Examples:</b><br>1. このたびはお見のがしくださったらと望んでおります。<br>→ I hope it will be overlooked this time.",N4 kanji
これと同じ,"<b>Reading:</b> これとおなじ<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.)) the same as this",N4 kanji
小便をする,"<b>Reading:</b> しょうべんをする, しょんべんをする<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.); suru verb - included) to urinate; to pee; to piss",N4 kanji
また明日,"<b>Reading:</b> またあした<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.)) see you tomorrow<br><br><b>Examples:</b><br>1. それじゃまた明日。<br>→ See you tomorrow.",N4 kanji
好き者,<b>Reading:</b> すきもの<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) lecher; nymphomaniac <i>(vulgar expression or word)</i><br>2. (noun (common) (futsuumeishi)) dilettante,N4 kanji
そうでない場合は,"<b>Reading:</b> そうでないばあいは<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.)) if this is not the case",N4 kanji
其方,"<b>Reading:</b> そちら, そっち<br><br><b>Meanings:</b><br>1. (pronoun) that way; that direction [direction distant from the speaker, close to the listener] <i>(word usually written using kana alone)</i><br>2. (pronoun) there [place distant from the speaker, close to the listener] <i>(word usually written using kana alone)</i><br>3. (pronoun) that (one) [something close to the listener] <i>(word usually written using kana alone)</i><br>4. (pronoun) you; your family; your company [そちら is polite] <i>(word usually written using kana alone)</i><br>5. (pronoun) that person [someone close to the listener] <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. そちらはセントラル自動車学校ではないんですか。<br>→ Isn't this Central Driving School?<br><br>1. そっちの生活はどうだい？<br>→ How are things for you up there?",N4 common kanji
その場合には,"<b>Reading:</b> そのばあいには<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.)) in that case",N4 kanji
その都度,"<b>Reading:</b> そのつど<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.)) each time it happens; at all such times<br><br><b>Examples:</b><br>1. 何かあったらそのつど知らせてください。<br>→ Please keep me informed.",N4 kanji
それ以上,"<b>Reading:</b> それいじょう<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.)) further; above (that); greater (than that); any more<br><br><b>Examples:</b><br>1. それ以上の侮辱には我慢できなかった。<br>→ I couldn't bear any more insults.",N4 kanji
それ以来,"<b>Reading:</b> それいらい<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.); noun (common) (futsuumeishi); adverb (fukushi)) since then; from that time; ever since<br><br><b>Examples:</b><br>1. それ以来彼のうわさは聞いていない。<br>→ He has never been heard of since.",N4 kanji
集り,<b>Reading:</b> たかり<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) extortion; blackmail; shakedown <i>(word usually written using kana alone)</i><br>2. (noun (common) (futsuumeishi)) extortionist; blackmailer; racketeer <i>(word usually written using kana alone)</i>,N4 kanji
度に,"<b>Reading:</b> たびに, たんびに<br><br><b>Meanings:</b><br>1. (adverb (fukushi)) each time; every time; whenever (something happens); on the occasion of <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. そこに行くたびに彼女に会う。<br>→ Every time I go there, I meet her.",N4 common kanji
ちゃんこ料理,"<b>Reading:</b> ちゃんこりょうり<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) fish, meat, and vegetable stew traditionally served to wrestlers",N4 kanji
チャンバラ映画,<b>Reading:</b> ちゃんばらえいが<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) samurai movie (with a lot of sword fights),N4 kanji
チンドン屋,<b>Reading:</b> ちんどんや<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) eccentrically dressed band of advertisers,N4 kanji
つなぎ合わせる,<b>Reading:</b> つなぎあわせる<br><br><b>Meanings:</b><br>1. (Ichidan verb) to connect; to join; to join or tie or knot together,N4 kanji
と言うもの,"<b>Reading:</b> というもの<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.)) something like ...; something called ... <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. これがいわゆる「天ぷら」というものです。<br>→ This is what we call ""tempura"".",N4 common kanji
所が,"<b>Reading:</b> ところが<br><br><b>Meanings:</b><br>1. (conjunction) even so; however; still; whereupon; even though; nevertheless; on the contrary; as a matter of fact; despite <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. ところが実はどうすることもできないのです。<br>→ As it is, I can do nothing.",N4 common kanji
と考えられる,"<b>Reading:</b> とかんがえられる<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.); Ichidan verb) to be conceivable that; to be thinkable that",N4 kanji
どうという事もない,"<b>Reading:</b> どうということもない<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.)) nothing special; no big deal; doesn't matter <i>(word usually written using kana alone)</i>",N4 kanji
何方へ,"<b>Reading:</b> どちらへ<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.)) where to?; whither? <i>(word usually written using kana alone; colloquial)</i>",N4 kanji
何方も,"<b>Reading:</b> どちらも, どっちも<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.)) both <i>(word usually written using kana alone)</i><br>2. (expressions (phrases, clauses, etc.)) (not) either [with neg. sentence] <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. これらはどちらも“意志未来”と呼ばれるもので、主語の意図が含まれています。<br>→ These are both called ""future volitional"" and include the intent of the subject.<br><br>1. 私はそのふたごのどちらも知らない。<br>→ I don't know either twin.",N4 common kanji
何方でも,<b>Reading:</b> どなたでも<br><br><b>Meanings:</b><br>1. (adverb (fukushi)) anyone <i>(word usually written using kana alone; honorific or respectful (sonkeigo) language)</i>,N4 common kanji
どの場合にも,"<b>Reading:</b> どのばあいにも<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.)) in any case; in either case; whichever the case may be",N4 kanji
ねじ回し,<b>Reading:</b> ねじまわし<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) screwdriver<br><br><b>Examples:</b><br>1. そのねじまわしを私は、友人から借りた。<br>→ I borrowed the screwdriver from a friend of mine.,N4 kanji
の度に,"<b>Reading:</b> のたびに, のたんびに<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.); auxiliary) on the occasion of <i>(word usually written using kana alone)</i>",N4 common kanji
はにかみ屋,<b>Reading:</b> はにかみや<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) bashful person; very shy person<br><br><b>Examples:</b><br>1. はにかみ屋なのだ。君に会いたいと言っている。<br>→ He's very shy. He says he wants to see you.,N4 kanji
ひ弱い,<b>Reading:</b> ひよわい<br><br><b>Meanings:</b><br>1. (adjective (keiyoushi)) weak; sickly,N4 kanji
ピカピカ光る,"<b>Reading:</b> ピカピカひかる, ぴかぴかひかる<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.); Godan verb with 'ru' ending) to sparkle; to glitter; to twinkle",N4 kanji
ピクピク動く,"<b>Reading:</b> ピクピクうごく, ぴくぴくうごく<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.); Godan verb with 'ku' ending) to jerk; to wiggle; to twitch",N4 kanji
太々しい,<b>Reading:</b> ふてぶてしい<br><br><b>Meanings:</b><br>1. (adjective (keiyoushi)) impudent; brazen; shameless; bold <i>(word usually written using kana alone)</i>,N4 kanji
ヘボ医者,<b>Reading:</b> へぼいしゃ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) quack doctor; unqualified doctor; inept doctor <i>(colloquial)</i>,N4 kanji
ポン引き,"<b>Reading:</b> ポンびき, ポンぴき, ぽんびき, ぽんぴき<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) tout; swindler; con-man<br>2. (noun (common) (futsuumeishi)) pimp",N4 kanji
先ず隗より始めよ,"<b>Reading:</b> まずかいよりはじめよ<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.)) start with the first step; when embarking on a great project, start with immediate steps <i>(proverb)</i><br>2. (expressions (phrases, clauses, etc.)) he who first suggests it should be the first to do it <i>(proverb)</i>",N4 kanji
物にする,"<b>Reading:</b> ものにする<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.); suru verb - included) to get; to secure; to take possession of; to make one's own; to win (someone's heart) <i>(word usually written using kana alone)</i><br>2. (expressions (phrases, clauses, etc.); suru verb - included) to learn; to master <i>(word usually written using kana alone)</i><br>3. (expressions (phrases, clauses, etc.); suru verb - included) to complete <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. どんなに勉強したって、１年や２年で外国語をものにすることはできない。<br>→ However hard one may work, one cannot master a foreign language in a year or two.",N4 kanji
鼯鼠,"<b>Reading:</b> ももんが, ももんがあ, モモンガ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) Japanese flying squirrel (Pteromys momonga); small Japanese flying squirrel; Japanese dwarf flying squirrel <i>(word usually written using kana alone)</i>",N4 kanji
アイヌ族,<b>Reading:</b> アイヌぞく<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) Ainu race; Ainu people,N4 kanji
アメーバ運動,<b>Reading:</b> アメーバうんどう<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) ameboid movement,N4 kanji
アルツハイマー病,<b>Reading:</b> アルツハイマーびょう<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) Alzheimer's disease,N4 kanji
インスタント食品,<b>Reading:</b> インスタントしょくひん<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) instant foods,N4 kanji
インディア紙,<b>Reading:</b> インディアかみ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) India paper,N4 kanji
インディペンデントリビング運動,<b>Reading:</b> インディペンデントリビングうんどう<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) independent living movement,N4 kanji
インフラ開発,<b>Reading:</b> インフラかいはつ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) infrastructure development,N4 kanji
ウイック回転,<b>Reading:</b> ウイックかいてん<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) Wick rotation,N4 kanji
エコロジー運動,<b>Reading:</b> エコロジーうんどう<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) ecological movement,N4 kanji
カード会員,<b>Reading:</b> カードかいいん<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) (credit) cardholder; cardmember,N4 kanji
カポジ肉腫,"<b>Reading:</b> カポジにくしゅ, カポシにくしゅ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) Kaposi's sarcoma",N4 kanji
キー入力,<b>Reading:</b> キーにゅうりょく<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) key (input),N4 kanji
キリル文字,<b>Reading:</b> キリルもじ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) Cyrillic alphabet; Cyrillic letter,N4 kanji
ギリシャ文字,"<b>Reading:</b> ギリシャもじ, ギリシアもじ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) Greek letter; Greek alphabet",N4 kanji
クラフト紙,<b>Reading:</b> クラフトし<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) kraft paper,N4 kanji
クローン動物,<b>Reading:</b> クローンどうぶつ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) cloned animal,N4 kanji
ケーソン病,<b>Reading:</b> ケーソンびょう<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) caisson disease,N4 kanji
ケント紙,<b>Reading:</b> ケントし<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) Kent paper,N4 kanji
コンピュータ用語,"<b>Reading:</b> コンピュータようご, コンピューターようご<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) computer terminology; computer term",N4 kanji
ゴルフ場,<b>Reading:</b> ゴルフじょう<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) golf course; golf links<br><br><b>Examples:</b><br>1. 私はクラブかゴルフ場で時たま彼に出会う。<br>→ I meet him on occasions at the club or at the golf links.,N4 kanji
サボタージュ員,<b>Reading:</b> サボタージュいん<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) saboteur <i>(rare term)</i>,N4 kanji
ジャケ写,<b>Reading:</b> ジャケしゃ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) jacket picture (i.e. of a record),N4 kanji
スキー場,<b>Reading:</b> スキーじょう<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) ski resort; ski area<br><br><b>Examples:</b><br>1. ようやく辿りついたスキー場・・・雪が雨に変わっていた。<br>→ We finally arrived at the ski hill... the snow had turned into rain.,N4 kanji
スキー用品,<b>Reading:</b> スキーようひん<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) skiing equipment; ski gear,N4 kanji
ステーキ屋,<b>Reading:</b> ステーキや<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) steak house,N4 kanji
セーラー服,<b>Reading:</b> セーラーふく<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) sailor suit; middy uniform<br>2. (noun (common) (futsuumeishi)) two-piece school uniform modeled after the sailor suit,N4 common kanji
タクシー乗り場,<b>Reading:</b> タクシーのりば<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) taxi rank; taxi stand,N4 kanji
ダフ屋,<b>Reading:</b> だふや<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) scalper; ticket tout [だふ is ふだ backwards],N4 kanji
テキスト開始,<b>Reading:</b> テキストかいし<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) start of text; STX,N4 kanji
データの先頭,<b>Reading:</b> データのせんとう<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) beginning of data,N4 kanji
南京,"<b>Reading:</b> ナンキン<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) Nanjing (China); Nanking<br>2. (noun (common) (futsuumeishi)) pumpkin; squash<br>3. (noun, used as a prefix) Chinese; Southeast Asian; foreign<br>4. (noun, used as a prefix) rare; precious; cute",N4 kanji
ニュース映画,<b>Reading:</b> ニュースえいが<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) newsreel,N4 kanji
ハンセン病,<b>Reading:</b> ハンセンびょう<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) leprosy; Hansen's disease,N4 kanji
バス発着場,<b>Reading:</b> バスはっちゃくじょう<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) depot,N4 kanji
パチンコ台,<b>Reading:</b> パチンコだい<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) pachinko machine,N4 kanji
パン屋,"<b>Reading:</b> パンや<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) bakery; baker<br><br><b>Examples:</b><br>1. アメリカのパン屋では、「ｂａｋｅｒ’ｓ　ｄｏｚｅｎ」は１２ではなく１３だ。<br>→ In U.S. bakeries, a ""baker's dozen"" is 13, not 12.",N4 common kanji
ビッグ便,"<b>Reading:</b> ビッグベン, ビッグ・ベン<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) Big Ben<br>2. (noun (common) (futsuumeishi)) poop; shit [pun on 大便; also written ビッグ便] <i>(jocular, humorous term; vulgar expression or word)</i><br><br><b>Examples:</b><br>1. これがビッグベンと呼ばれる鐘です。<br>→ This is the bell called Big Ben.",N4 kanji
ヘッディング開始,<b>Reading:</b> ヘッディングかいし<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) start of heading; start of header; SOH,N4 kanji
ポラロイド写真,<b>Reading:</b> ポラロイドしゃしん<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) Polaroid picture,N4 kanji
マレック病,<b>Reading:</b> マレックびょう<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) Marek's disease,N4 kanji
ユダヤ教会堂,<b>Reading:</b> ユダヤきょうかいどう<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) synagogue,N4 kanji
リトマス試験紙,<b>Reading:</b> リトマスしけんし<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) litmus paper,N4 kanji
リトル東京,"<b>Reading:</b> リトルとうきょう, リトルトーキョー<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) Little Tokyo; Japantown",N4 kanji
レコード屋,<b>Reading:</b> レコードや<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) record shop; record store,N4 kanji
レトルト食品,<b>Reading:</b> レトルトしょくひん<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) packed and sterilised food; retort food,N4 kanji
ロシア文字,<b>Reading:</b> ロシアもじ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) Russian alphabet; Russian characters,N4 kanji
ロボット工学,<b>Reading:</b> ロボットこうがく<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) robotics<br><br><b>Examples:</b><br>1. どこをどう考えたら、俺がロボット工学に明るいなどと思うんだろうか。<br>→ Where did you come up with the idea that I'm familiar with robotics and such I wonder?,N4 kanji
挨拶回り,<b>Reading:</b> あいさつまわり<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) courtesy call; going around to say hello (or goodbye) to everybody; making the rounds,N4 kanji
逢着,<b>Reading:</b> ほうちゃく<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi); noun or participle which takes the aux. verb suru; intransitive verb) encountering; facing; being confronted with; coming upon,N4 kanji
悪,"<b>Reading:</b> あく<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) evil; wickedness<br>2. (noun (common) (futsuumeishi)) (role of) the villain (in theatre, etc.); the bad guy<br><br><b>Examples:</b><br>1. いかなる善意の考えもそれ自体はあくでありうる。<br>→ Any virtuous idea can be vicious in itself.",N4 common kanji
悪,"<b>Reading:</b> わる, ワル<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) wicked person; evil person; scoundrel; bad guy<br>2. (noun (common) (futsuumeishi)) bad child; naughty child; brat<br>3. (noun, used as a prefix) bad thing; mischief<br>4. (noun or verb acting prenominally) excessive; unrestrained; overindulgent",N4 kanji
悪い,"<b>Reading:</b> わるい<br><br><b>Meanings:</b><br>1. (adjective (keiyoushi)) bad; poor; undesirable<br>2. (adjective (keiyoushi)) poor (quality); inferior; insufficient<br>3. (adjective (keiyoushi)) evil; sinful<br>4. (adjective (keiyoushi)) ugly; not beautiful<br>5. (adjective (keiyoushi)) at fault; to blame; in the wrong<br>6. (adjective (keiyoushi)) bad (at doing something)<br>7. (adjective (keiyoushi)) unprofitable; unbeneficial<br>8. (interjection (kandoushi); adjective (keiyoushi)) sorry; (my) bad; unforgivable<br><br><b>Examples:</b><br>1. 「顔色がわるいけど具合が悪いのかい」「そういうわけでもないよ」<br>→ ""You look pale. Are you sick?"" ""Not exactly.""<br><br>1. 私のステレオはあなたのより音質が悪い。<br>→ My stereo set is inferior to yours in sound quality.",N4 common kanji
悪く言う,"<b>Reading:</b> わるくいう<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.); Godan verb with 'u' ending) to speak badly (of); to speak ill (of); to bad-mouth",N4 kanji
悪さ,<b>Reading:</b> わるさ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) badness; mean mischief<br><br><b>Examples:</b><br>1. 親がいないとどうしようもないほど悪さをする子供たちもいるものだ。<br>→ Some children are as bad as they can be while their parents are gone.,N4 common kanji
悪し,<b>Reading:</b> あし<br><br><b>Meanings:</b><br>1. ('shiku' adjective (archaic)) bad; evil <i>(archaic)</i>,N4 kanji
悪しからず,"<b>Reading:</b> あしからず<br><br><b>Meanings:</b><br>1. (adverb (fukushi)) don't get me wrong, but ...; I'm sorry <i>(word usually written using kana alone)</i>",N4 common kanji
悪たれ,<b>Reading:</b> あくたれ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) rowdiness; rowdy (person or event),N4 kanji
悪たれる,<b>Reading:</b> あくたれる<br><br><b>Meanings:</b><br>1. (Ichidan verb; intransitive verb) to do mischief; to use abusive language,N4 kanji
悪たれ口,<b>Reading:</b> あくたれぐち<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) abuse; insult; slander; evil speaking,N4 kanji
