word,back,tags
と言うのは,"<b>Reading:</b> というのは<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.); conjunction) because ...; for ...; the reason being ... <i>(word usually written using kana alone)</i><br>2. (expressions (phrases, clauses, etc.); conjunction) as for ...; when it comes to ...; regarding ...; how about ... <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. うぬぼれた人というのは自分たちは他人よりも優れているのは当然だと思っている。<br>→ Conceited people take it for granted that they are superior to others.<br><br>1. その本を机の上に戻しておいた方がいいですよ。というのは所有者がそこへ戻ってくるでしょうから。<br>→ You had better put the book back on the desk, for the owner will come back there.",N5 kanji
とも言う,"<b>Reading:</b> ともいう<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.)) also called",N5 kanji
と言えば,"<b>Reading:</b> といえば<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.)) speaking of ... <i>(word usually written using kana alone)</i><br>2. (expressions (phrases, clauses, etc.)) when it comes to ...; as for ...; if one were to say ... <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. 田中さんといえば、最近彼に会ったか。<br>→ Talking of Mr Tanaka, have you seen him lately?<br><br>1. 父は料理が得意だ。母はといえば、食べるのが得意だ。<br>→ Father is good at cooking. As for Mother, she is good at eating.",N5 common kanji
言える,"<b>Reading:</b> いえる<br><br><b>Meanings:</b><br>1. (Ichidan verb) to be possible to say; to be able to say<br>2. (expressions (phrases, clauses, etc.)) said; have said [oft. as. 言えるごとく] <i>(archaic)</i><br><br><b>Examples:</b><br>1. その仕事はまだほとんど終わったと言える状態ではない。<br>→ The job isn't anywhere near done.",N5 kanji
と言われる,"<b>Reading:</b> といわれる<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.); Ichidan verb) to be called ...; to be referred to as ...<br><br><b>Examples:</b><br>1. その家には幽霊が出るといわれる。<br>→ The house is said to be haunted.",N5 kanji
何れ,"<b>Reading:</b> どれ<br><br><b>Meanings:</b><br>1. (pronoun) which (of three or more) <i>(word usually written using kana alone)</i><br>2. (interjection (kandoushi)) well; now; c'mon <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. あなたはそれらのうちのどれを選んでもよい。<br>→ You may choose any of them.<br>2. あなたの鞄はどれですか。<br>→ Which is your bag?<br><br>1. 「じつは自由研究で相談したいことがあって・・・」「どれ・・・。ふーん、被子植物について調べてるのね」<br>→ ""Well, there's something I'd like your advice on about my research project ..."" ""Let's see... Hmm, you're investigating flowering plants then.""",N5 common kanji
何れでも,<b>Reading:</b> どれでも<br><br><b>Meanings:</b><br>1. (adverb (fukushi)) any one; any; whichever <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. どれでも好きな花を取りなさい。<br>→ Take whichever flower you like.,N5 common kanji
何じゃそりゃ,"<b>Reading:</b> なんじゃそりゃ, なんじゃそら<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.)) what's that?; what the ... <i>(colloquial; word usually written using kana alone)</i>",N5 kanji
何にしても,"<b>Reading:</b> なんにしても, なににしても<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.)) even so; anyhow; at any rate",N5 kanji
ぶら下がる,<b>Reading:</b> ぶらさがる<br><br><b>Meanings:</b><br>1. (Godan verb with 'ru' ending; intransitive verb) to hang down (from); to dangle; to swing; to be suspended<br>2. (Godan verb with 'ru' ending; intransitive verb) to be within one's reach; to dangle (before one's eyes)<br>3. (Godan verb with 'ru' ending; intransitive verb) to be completely reliant on; to be entirely dependent on<br><br><b>Examples:</b><br>1. テーブルの上にはランプがぶら下がっていた。<br>→ There was a lamp hanging above the table.,N5 common kanji
ぶら下げる,<b>Reading:</b> ぶらさげる<br><br><b>Meanings:</b><br>1. (Ichidan verb; transitive verb) to hang; to suspend; to dangle; to swing; to carry,N5 common kanji
ほそぼそ話す,<b>Reading:</b> ほそぼそはなす<br><br><b>Meanings:</b><br>1. (Godan verb with 'su' ending) to speak slowly and quietly,N5 kanji
ほとんどの人,"<b>Reading:</b> ほとんどのひと<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.)) almost everyone",N5 kanji
本の,<b>Reading:</b> ほんの<br><br><b>Meanings:</b><br>1. (pre-noun adjectival (rentaishi)) mere; only; just; slight <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. クリスマスはほんの２週間先です。<br>→ Christmas is only two weeks off.,N5 common kanji
ぼりぼり食べる,"<b>Reading:</b> ぼりぼりたべる<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.); Ichidan verb) to eat with a munching or crunching sound",N5 kanji
まくり上げる,<b>Reading:</b> まくりあげる<br><br><b>Meanings:</b><br>1. (Ichidan verb) to tuck (e.g. sleeves); to roll up,N5 kanji
まじまじと見る,"<b>Reading:</b> まじまじとみる<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.); Ichidan verb) to take a long hard look at; to look (someone) full in the face",N5 kanji
見す見す,<b>Reading:</b> みすみす<br><br><b>Meanings:</b><br>1. (adverb (fukushi)) before one's own eyes; from under one's very nose; without doing anything; without resistance; helplessly; negligently; knowingly <i>(word usually written using kana alone)</i>,N5 common kanji
アドオン電話,<b>Reading:</b> アドオンでんわ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) add-on telephone,N5 kanji
アメリカ人,<b>Reading:</b> アメリカじん<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) American (person)<br><br><b>Examples:</b><br>1. アメリカ人は速く走る車の好きな人が多い。<br>→ Many Americans like fast cars.,N5 common kanji
アル中,"<b>Reading:</b> アルちゅう<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) alcoholism <i>(abbreviation)</i><br><br><b>Examples:</b><br>1. そんなにがぶがぶ飲み続けると、アル中になるのがオチですよ。<br>→ If you go on drinking so much, you may well end up an alcoholic.",N5 common kanji
空オケ,"<b>Reading:</b> カラオケ, からオケ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) karaoke [from 空 and オーケストラ] <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. 私はカラオケ好きだが、たいした歌い手ではない。<br>→ I love karaoke, but I'm not much of a singer.",N5 common kanji
ガ行,"<b>Reading:</b> ガぎょう<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) classification for Japanese verb with the dictionary form ending in ""gu""; ""ga"" column or row of the kana syllabary",N5 kanji
クローン人間,<b>Reading:</b> クローンにんげん<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) (human) clone,N5 kanji
グリーン車,<b>Reading:</b> グリーンしゃ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) green car (Japan Railway's 1st class),N5 kanji
グループ見出し,<b>Reading:</b> グループみだし<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) group heading,N5 kanji
日耳曼,"<b>Reading:</b> ゲルマン<br><br><b>Meanings:</b><br>1. (noun or verb acting prenominally) Germanic (people, language, culture, etc.) <i>(word usually written using kana alone)</i>",N5 common kanji
コードレス電話,<b>Reading:</b> コードレスでんわ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) cordless phone,N5 kanji
コール天,"<b>Reading:</b> コールてん, コールテン<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) corduroy; corded velveteen [from corded + 天鵞絨] <i>(word usually written using kana alone)</i>",N5 kanji
ザ行,"<b>Reading:</b> ざぎょう<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) the ""za"" column of the Japanese syllabary table (za, ji, zu, ze, zo)<br>2. (noun (common) (futsuumeishi)) classification for ichidan verbs with the dictionary form ending in ""jiru"" or ""zuru""<br>3. (noun (common) (futsuumeishi)) in classical Japanese, classification for verbs with the dictionary form ending in ""zu""",N5 kanji
シゾイド人間,<b>Reading:</b> シゾイドにんげん<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) schizoid person,N5 kanji
シュタイナー学校,<b>Reading:</b> シュタイナーがっこう<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) Steiner school,N5 kanji
スウェーデン語,<b>Reading:</b> スウェーデンご<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) Swedish (language),N5 kanji
獅子女,"<b>Reading:</b> スフィンクス<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) sphinx <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. 「もしおまえが私のなぞなぞ答えられたら、私はおまえを無事に通してやる」とスフィンクスは言った。<br>→ ""I will let you pass safely,"" the Sphinx said, ""if you can answer my riddle.""",N5 common kanji
スポーツ新聞,<b>Reading:</b> スポーツしんぶん<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) sports newspaper,N5 common kanji
スワヒリ語,<b>Reading:</b> スワヒリご<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) Swahili (language); Kiswahili<br><br><b>Examples:</b><br>1. 彼女は英語を話し、その上スワヒリ語も話す。<br>→ She speaks English and also speaks Swahili.,N5 common kanji
た行,"<b>Reading:</b> たぎょう<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) the ""ta"" column of the Japanese syllabary table (ta, chi, tsu, te, to)",N5 kanji
ダ行,"<b>Reading:</b> ダぎょう<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) classification for Japanese verb with the dictionary form ending in ""dzu""; ""da"" column or row of the kana syllabary",N5 kanji
チャン語,<b>Reading:</b> チャンご<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) Chinese (language) <i>(derogatory)</i><br>2. (noun (common) (futsuumeishi)) Qiang (language),N5 kanji
テレビ電話,<b>Reading:</b> テレビでんわ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) videophone; video telephone; video call,N5 kanji
データビット長,<b>Reading:</b> データビットちょう<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) data bit length,N5 kanji
土耳古,<b>Reading:</b> トルコ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) Turkey; Türkiye <i>(word usually written using kana alone)</i><br>2. (noun (common) (futsuumeishi)) turquoise <i>(abbreviation; word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. かつてサルタンが今日のトルコを統治していた。<br>→ Once the Sultan ruled over what today is Turkey.,N5 common kanji
ドイツ人,<b>Reading:</b> ドイツじん<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) German person<br><br><b>Examples:</b><br>1. アクセントで彼がドイツ人だとわかる。<br>→ I can tell by his accent that he is German.,N5 kanji
バ行,"<b>Reading:</b> バぎょう<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) classification for Japanese verb with the dictionary form ending in ""bu""; ""ba"" column or row of the kana syllabary",N5 kanji
パ行,"<b>Reading:</b> パぎょう<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) classification for Japanese verb with the dictionary form ending in ""pu""; ""pa"" column or row of the kana syllabary",N5 kanji
ビット毎,<b>Reading:</b> ビットごと<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) bit-wise <i>(word usually written using kana alone)</i>,N5 kanji
天鵞絨,<b>Reading:</b> ビロード<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) velvet <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. 赤ん坊のほっぺたはビロードのような手触りがする。<br>→ Little babies' cheeks feel like velvet.,N5 kanji
ピンと来る,"<b>Reading:</b> ピンとくる, ぴんとくる<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.); Kuru verb - special class) to come (home) to one; to click; to ring a bell; to understand at once; to know intuitively; to get (a joke or explanation); to catch on <i>(word usually written using kana alone)</i><br>2. (expressions (phrases, clauses, etc.); Kuru verb - special class) to appeal to one; to speak to one; to impress one <i>(word usually written using kana alone)</i><br><br><b>Examples:</b><br>1. 何のことをいっているのか私にはピンときた。<br>→ The allusion was not lost on me.<br>2. 彼女が彼の名前を言ったのでピンと来た。<br>→ Her mention of his name rang a bell.",N5 kanji
ピントが外れる,"<b>Reading:</b> ピントがはずれる<br><br><b>Meanings:</b><br>1. (Ichidan verb; expressions (phrases, clauses, etc.)) to be out of focus<br>2. (Ichidan verb; expressions (phrases, clauses, etc.)) to be off the point; to not have got the point<br><br><b>Examples:</b><br>1. 君の言うことはピントがはずれている。<br>→ You are off the point.",N5 kanji
フランス語,<b>Reading:</b> フランスご<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) French (language)<br><br><b>Examples:</b><br>1. フランス語が彼らの母語です。<br>→ French is their mother tongue.,N5 common kanji
プログラム言語,<b>Reading:</b> プログラムげんご<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) programming language; programing language,N5 kanji
ベクトル空間,<b>Reading:</b> ベクトルくうかん<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) vector space,N5 kanji
ベトナム人,<b>Reading:</b> ベトナムじん<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) Vietnamese (person),N5 kanji
ペルシャ語,"<b>Reading:</b> ペルシャご, ペルシアご<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) Persian (language); Farsi",N5 kanji
ペルシア人,<b>Reading:</b> ペルシアじん<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) Persian person,N5 kanji
ペン先,<b>Reading:</b> ペンさき<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) pen nibs,N5 common kanji
ポーランド語,<b>Reading:</b> ポーランドご<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) Polish (language),N5 kanji
ポルトガル語,<b>Reading:</b> ポルトガルご<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) Portuguese (language)<br><br><b>Examples:</b><br>1. ニックはポルトガル語をとても上手に話せます。というのも５年間勉強しているからです。<br>→ Nick can speak Portuguese very well. That's because he's been studying it for 5 years.,N5 kanji
メスを入れる,"<b>Reading:</b> メスをいれる<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.); Ichidan verb) to put the scalpel to; to perform an operation on<br>2. (expressions (phrases, clauses, etc.); Ichidan verb) to take drastic measures to get to the bottom of something; to make a searching inquiry; to put something under the microscope <i>(idiomatic expression)</i>",N5 kanji
ユダヤ人,"<b>Reading:</b> ユダヤじん<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) Jew; Jewish person<br><br><b>Examples:</b><br>1. ユダヤ人の過越の祭りが近づき、イエスはエルサレムに上がられた。<br>→ When it was almost time for the Jewish Passover, Jesus went up to Jerusalem.",N5 kanji
ライン川,<b>Reading:</b> ラインがわ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) Rhine (river)<br><br><b>Examples:</b><br>1. 木曽川はしばしば日本のライン川と呼ばれている。<br>→ The Kiso River is often called the Rhine of Japan.,N5 kanji
ロシア語,<b>Reading:</b> ロシアご<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) Russian (language)<br><br><b>Examples:</b><br>1. ロシア語は大層学びにくい。<br>→ Russian is very difficult to learn.,N5 kanji
パイ中間子,<b>Reading:</b> パイちゅうかんし<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi)) pi meson; pion,N5 kanji
ある時,"<b>Reading:</b> あるとき<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.); adverb (fukushi); nouns which may take the genitive case particle 'no') on one occasion; once; at one point; at one time<br><br><b>Examples:</b><br>1. 彼女は夫が苦境にある時はいつも手助けをした。<br>→ She stood by her husband whenever he was in trouble.",N5 kanji
ある人,"<b>Reading:</b> あるひと<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.); noun (common) (futsuumeishi)) someone; a certain person<br><br><b>Examples:</b><br>1. ある人が間違いをしたからといってそれを笑うのは無作法である。<br>→ It is not good manners to laugh at someone when he makes mistakes.",N5 kanji
ある日,"<b>Reading:</b> あるひ<br><br><b>Meanings:</b><br>1. (expressions (phrases, clauses, etc.); noun (common) (futsuumeishi)) one day; (on) a certain day<br><br><b>Examples:</b><br>1. ある日、彼は弱いカメを助けた。<br>→ One day he helped a weak turtle.",N5 kanji
安っぽい,<b>Reading:</b> やすっぽい<br><br><b>Meanings:</b><br>1. (adjective (keiyoushi)) cheap-looking; tawdry; insignificant<br><br><b>Examples:</b><br>1. 彼女の服はとても安っぽい生地でできていた。<br>→ Her dress was made of very cheap material.,N5 common kanji
安らか,<b>Reading:</b> やすらか<br><br><b>Meanings:</b><br>1. (adjectival nouns or quasi-adjectives (keiyodoshi); noun (common) (futsuumeishi)) peaceful; tranquil; calm; restful<br><br><b>Examples:</b><br>1. 心安ければ眠りも安らか。<br>→ A good conscience is a soft pillow.,N5 common kanji
安らぎ,<b>Reading:</b> やすらぎ<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi); nouns which may take the genitive case particle 'no') peace (of mind); tranquility; tranquillity; serenity<br><br><b>Examples:</b><br>1. 私の望むのは安らぎと静けさだけです。<br>→ All I want is peace and quiet.,N5 common kanji
安んじる,<b>Reading:</b> やすんじる<br><br><b>Meanings:</b><br>1. (Ichidan verb; intransitive verb) to be contented; to be at ease,N5 kanji
安臥,<b>Reading:</b> あんが<br><br><b>Meanings:</b><br>1. (noun (common) (futsuumeishi); noun or participle which takes the aux. verb suru) quiet rest,N5 kanji
安気,<b>Reading:</b> あんき<br><br><b>Meanings:</b><br>1. (adjectival nouns or quasi-adjectives (keiyodoshi); noun (common) (futsuumeishi)) carefree; easy; comfortable <i>(dated term)</i>,N5 kanji
安手,<b>Reading:</b> やすで<br><br><b>Meanings:</b><br>1. (adjectival nouns or quasi-adjectives (keiyodoshi); nouns which may take the genitive case particle 'no'; noun (common) (futsuumeishi)) cheap kind<br><br><b>Examples:</b><br>1. うちは、安手の居酒屋じゃないんですからね、放歌高吟はお断り。<br>→ Would you please stop singing so loudly? This is not a cheap drinking place.,N5 kanji
